ct,census_tract,county,city,tot_households,moe_households,tot_less_than_10K,moe_less_than_10K,tot_more_than_200K,moe_more_than_200K,median_income,moe_median_income,tot_families,moe_families
36005028400,Census Tract 284, Bronx County, New York,0.00,13.00,,,,,,,0.00,13.00
36005028500,Census Tract 285, Bronx County, New York,1781.00,225.00,4.50,2.70,4.10,2.90,74965.00,21940.00,998.00,229.00
36005028600,Census Tract 286, Bronx County, New York,500.00,97.00,1.00,1.80,4.40,3.10,72857.00,35768.00,281.00,75.00
36005028700,Census Tract 287, Bronx County, New York,1247.00,122.00,0.00,3.20,11.10,8.10,64127.00,20547.00,921.00,149.00
36005028800,Census Tract 288, Bronx County, New York,1026.00,154.00,8.00,6.70,8.40,6.00,97424.00,37159.00,710.00,163.00
36005028900,Census Tract 289, Bronx County, New York,1942.00,212.00,7.70,5.90,5.30,3.20,55977.00,5948.00,996.00,201.00
36005029301,Census Tract 293.01, Bronx County, New York,926.00,78.00,2.50,2.10,34.60,6.70,119643.00,29885.00,459.00,84.00
36005029302,Census Tract 293.02, Bronx County, New York,2595.00,262.00,2.40,2.70,27.90,7.10,132405.00,9794.00,1147.00,251.00
36005029500,Census Tract 295, Bronx County, New York,2098.00,220.00,3.10,3.20,21.10,9.60,100600.00,18547.00,1034.00,231.00
36005029600,Census Tract 296, Bronx County, New York,1031.00,129.00,13.40,8.90,7.60,6.50,56747.00,3927.00,418.00,127.00
36005029700,Census Tract 297, Bronx County, New York,1856.00,250.00,3.00,2.30,22.70,6.40,90714.00,17526.00,929.00,154.00
36005030000,Census Tract 300, Bronx County, New York,2494.00,234.00,8.10,5.40,13.40,6.70,84279.00,17639.00,1648.00,302.00
36005030100,Census Tract 301, Bronx County, New York,659.00,104.00,0.00,5.90,14.90,6.80,86672.00,6406.00,313.00,75.00
36005030201,Census Tract 302.01, Bronx County, New York,1656.00,196.00,5.70,4.00,7.20,4.10,75000.00,19817.00,1115.00,231.00
36005030202,Census Tract 302.02, Bronx County, New York,2634.00,287.00,4.20,3.20,1.20,2.00,78435.00,6616.00,1652.00,317.00
36005030701,Census Tract 307.01, Bronx County, New York,2413.00,191.00,1.20,1.30,29.20,6.70,121764.00,22991.00,1387.00,220.00
36005030900,Census Tract 309, Bronx County, New York,1406.00,180.00,3.80,3.80,36.20,8.10,122500.00,45154.00,708.00,134.00
36005031000,Census Tract 310, Bronx County, New York,1266.00,228.00,7.30,5.30,25.40,10.20,142671.00,40975.00,917.00,231.00
36005031200,Census Tract 312, Bronx County, New York,560.00,73.00,1.40,2.20,15.20,7.00,124474.00,13576.00,359.00,69.00
36005031400,Census Tract 314, Bronx County, New York,597.00,134.00,2.70,2.30,13.10,7.10,111917.00,19822.00,393.00,83.00
36005031600,Census Tract 316, Bronx County, New York,716.00,117.00,5.70,7.60,10.80,5.50,78864.00,28223.00,564.00,116.00
36005031800,Census Tract 318, Bronx County, New York,572.00,85.00,1.70,2.00,15.60,10.90,98017.00,41911.00,500.00,82.00
36005031900,Census Tract 319, Bronx County, New York,4.00,6.00,0.00,100.00,0.00,100.00,,,0.00,13.00
36005032300,Census Tract 323, Bronx County, New York,2725.00,326.00,2.70,2.30,11.90,7.40,101512.00,10853.00,1121.00,280.00
36005032400,Census Tract 324, Bronx County, New York,1256.00,198.00,6.20,6.40,4.30,5.20,40955.00,20655.00,863.00,209.00
36005032600,Census Tract 326, Bronx County, New York,1061.00,145.00,6.80,7.10,16.30,7.40,99962.00,19672.00,823.00,165.00
36005032800,Census Tract 328, Bronx County, New York,1463.00,182.00,8.80,5.30,5.70,3.90,49422.00,12078.00,1059.00,191.00
36005033000,Census Tract 330, Bronx County, New York,2164.00,262.00,6.50,5.30,2.70,2.20,48750.00,17389.00,1100.00,292.00
36005033201,Census Tract 332.01, Bronx County, New York,2311.00,415.00,11.40,5.60,3.80,3.20,35400.00,12367.00,814.00,232.00
36005033202,Census Tract 332.02, Bronx County, New York,1481.00,209.00,11.70,6.30,0.70,1.00,47557.00,11297.00,687.00,165.00
36005033400,Census Tract 334, Bronx County, New York,4.00,6.00,0.00,100.00,0.00,100.00,,,4.00,6.00
36005033500,Census Tract 335, Bronx County, New York,761.00,117.00,1.10,1.60,26.50,11.30,106597.00,11355.00,469.00,116.00
36005033601,Census Tract 336.01, Bronx County, New York,2178.00,231.00,19.90,10.20,0.00,1.80,23453.00,13210.00,1103.00,310.00
36005033602,Census Tract 336.02, Bronx County, New York,572.00,93.00,11.20,11.30,6.60,8.10,47398.00,29978.00,247.00,90.00
36005033700,Census Tract 337, Bronx County, New York,1041.00,135.00,1.90,2.80,37.20,8.60,147543.00,45642.00,761.00,134.00
36005033801,Census Tract 338.01, Bronx County, New York,893.00,292.00,8.00,6.90,3.90,4.10,70418.00,7199.00,631.00,288.00
36005033802,Census Tract 338.02, Bronx County, New York,531.00,102.00,7.90,8.80,5.60,6.20,70508.00,21704.00,399.00,117.00
36005034000,Census Tract 340, Bronx County, New York,1825.00,256.00,8.30,4.50,4.10,3.30,50208.00,28837.00,1351.00,250.00
36005034200,Census Tract 342, Bronx County, New York,637.00,192.00,4.20,5.30,9.40,7.20,70910.00,3422.00,448.00,181.00
36005034300,Census Tract 343, Bronx County, New York,576.00,84.00,3.30,5.10,13.90,9.80,89554.00,14394.00,455.00,104.00
36005034400,Census Tract 344, Bronx County, New York,621.00,141.00,8.70,7.80,11.10,7.40,71920.00,30098.00,552.00,151.00
36005034500,Census Tract 345, Bronx County, New York,1608.00,158.00,4.60,3.10,15.50,6.30,115461.00,13436.00,1004.00,201.00
36005034800,Census Tract 348, Bronx County, New York,2163.00,320.00,13.30,9.20,7.70,5.90,53024.00,22870.00,1539.00,306.00
36005035000,Census Tract 350, Bronx County, New York,757.00,171.00,4.60,4.90,11.10,10.40,69293.00,15599.00,501.00,150.00
36005035100,Census Tract 351, Bronx County, New York,1330.00,196.00,1.50,1.60,21.70,6.90,105086.00,34343.00,756.00,212.00
36005035600,Census Tract 356, Bronx County, New York,676.00,86.00,7.40,7.60,21.20,7.50,86014.00,16752.00,464.00,78.00
36005035800,Census Tract 358, Bronx County, New York,2700.00,524.00,2.60,2.90,8.80,5.00,85296.00,17626.00,1953.00,396.00
36005035900,Census Tract 359, Bronx County, New York,1462.00,138.00,10.80,5.70,0.00,2.70,28955.00,7262.00,791.00,186.00
36005036000,Census Tract 360, Bronx County, New York,973.00,128.00,4.50,3.30,16.30,9.20,83351.00,11602.00,720.00,138.00
36005036100,Census Tract 361, Bronx County, New York,2065.00,263.00,10.10,7.80,0.00,1.90,26083.00,16953.00,1171.00,265.00
36005036300,Census Tract 363, Bronx County, New York,2431.00,259.00,14.20,8.50,0.80,1.30,28259.00,6877.00,1550.00,298.00
36005036400,Census Tract 364, Bronx County, New York,873.00,141.00,3.00,3.10,6.20,4.20,60313.00,21608.00,648.00,148.00
36005036501,Census Tract 365.01, Bronx County, New York,1445.00,143.00,9.30,6.00,0.00,2.70,54097.00,27972.00,1168.00,193.00
36005036502,Census Tract 365.02, Bronx County, New York,761.00,76.00,5.50,4.30,2.60,3.50,26886.00,6695.00,586.00,98.00
36005036700,Census Tract 367, Bronx County, New York,767.00,157.00,10.80,8.20,11.00,6.60,31815.00,19531.00,527.00,144.00
36005036800,Census Tract 368, Bronx County, New York,637.00,144.00,3.80,4.00,11.50,6.30,71875.00,28240.00,527.00,147.00
36005036901,Census Tract 369.01, Bronx County, New York,725.00,107.00,25.00,10.40,0.00,5.40,16277.00,12028.00,363.00,118.00
36005036902,Census Tract 369.02, Bronx County, New York,849.00,72.00,25.90,9.80,4.10,4.30,21976.00,12807.00,539.00,112.00
36005037000,Census Tract 370, Bronx County, New York,644.00,93.00,7.30,4.90,9.20,4.90,113182.00,18036.00,484.00,88.00
36005037100,Census Tract 371, Bronx County, New York,1720.00,237.00,14.20,6.80,2.80,2.10,22791.00,16677.00,812.00,178.00
36005037200,Census Tract 372, Bronx County, New York,849.00,115.00,7.70,6.80,2.50,3.30,69972.00,7963.00,565.00,120.00
36005037300,Census Tract 373, Bronx County, New York,2255.00,334.00,10.00,5.70,5.50,4.60,51283.00,9049.00,1637.00,388.00
36005037400,Census Tract 374, Bronx County, New York,1530.00,176.00,15.80,7.30,1.20,1.40,35884.00,6355.00,968.00,190.00
36005037504,Census Tract 375.04, Bronx County, New York,1457.00,176.00,15.10,9.00,1.40,2.10,44198.00,8249.00,1078.00,204.00
36005037600,Census Tract 376, Bronx County, New York,754.00,117.00,8.40,6.40,5.20,4.20,70429.00,15269.00,479.00,107.00
36005037800,Census Tract 378, Bronx County, New York,1164.00,140.00,15.30,9.20,11.30,6.90,65500.00,43621.00,812.00,172.00
36005037900,Census Tract 379, Bronx County, New York,2046.00,265.00,8.90,6.40,2.20,2.10,46430.00,6407.00,1515.00,346.00
36005038000,Census Tract 380, Bronx County, New York,1975.00,188.00,14.90,7.00,3.80,3.80,46250.00,9148.00,1111.00,224.00
36005038100,Census Tract 381, Bronx County, New York,2614.00,357.00,5.80,4.40,0.00,1.50,44741.00,15827.00,1605.00,346.00
36005038200,Census Tract 382, Bronx County, New York,960.00,111.00,2.90,3.70,17.20,7.30,85972.00,34843.00,569.00,93.00
36005038301,Census Tract 383.01, Bronx County, New York,1550.00,202.00,13.50,6.60,0.90,1.40,43900.00,9739.00,1204.00,213.00
36005038303,Census Tract 383.03, Bronx County, New York,1169.00,132.00,10.10,8.60,2.80,3.80,23958.00,12055.00,654.00,144.00
36005038304,Census Tract 383.04, Bronx County, New York,809.00,234.00,23.70,15.20,0.00,4.80,22551.00,11242.00,462.00,119.00
36005038500,Census Tract 385, Bronx County, New York,1831.00,193.00,26.70,11.00,0.00,2.20,17598.00,6181.00,1163.00,201.00
36005038600,Census Tract 386, Bronx County, New York,2929.00,326.00,14.40,8.80,4.50,3.20,66161.00,12905.00,1831.00,391.00
36005038700,Census Tract 387, Bronx County, New York,1479.00,147.00,15.80,7.90,1.00,1.60,41088.00,8243.00,870.00,174.00
36005038800,Census Tract 388, Bronx County, New York,983.00,138.00,8.20,5.70,6.00,4.40,68125.00,9910.00,700.00,142.00
36005038900,Census Tract 389, Bronx County, New York,1990.00,277.00,13.50,6.10,2.50,2.60,48796.00,13624.00,1045.00,163.00
36005039000,Census Tract 390, Bronx County, New York,1101.00,204.00,8.80,7.90,3.70,3.60,65478.00,38100.00,862.00,219.00
36005039100,Census Tract 391, Bronx County, New York,2889.00,437.00,0.00,1.40,4.00,4.40,36027.00,11827.00,1633.00,440.00
36005039200,Census Tract 392, Bronx County, New York,637.00,110.00,7.50,6.00,23.20,12.10,65815.00,15466.00,375.00,92.00
36005039300,Census Tract 393, Bronx County, New York,3082.00,291.00,15.60,8.30,2.60,3.40,30854.00,11010.00,1894.00,336.00
36005039400,Census Tract 394, Bronx County, New York,1667.00,182.00,12.50,6.00,4.20,2.70,66188.00,16207.00,1019.00,232.00
36005039500,Census Tract 395, Bronx County, New York,1730.00,372.00,24.20,16.90,3.00,2.40,,,977.00,380.00
36005039600,Census Tract 396, Bronx County, New York,1447.00,192.00,11.30,7.90,6.10,3.80,43552.00,9547.00,854.00,194.00
36005039700,Census Tract 397, Bronx County, New York,468.00,53.00,19.20,10.00,0.00,8.20,21987.00,19369.00,109.00,50.00
36005039800,Census Tract 398, Bronx County, New York,1235.00,274.00,5.90,5.50,6.20,4.90,29325.00,21360.00,789.00,186.00
36005039901,Census Tract 399.01, Bronx County, New York,1682.00,180.00,7.30,4.50,1.50,1.50,41065.00,2914.00,1155.00,183.00
36005039902,Census Tract 399.02, Bronx County, New York,1670.00,229.00,16.20,6.10,0.00,2.40,48929.00,7942.00,1163.00,212.00
36005040100,Census Tract 401, Bronx County, New York,2142.00,447.00,18.40,15.40,0.50,1.10,26875.00,7169.00,1084.00,162.00
36005040302,Census Tract 403.02, Bronx County, New York,1582.00,350.00,6.40,5.00,0.80,1.30,40865.00,13233.00,1146.00,370.00
36005040303,Census Tract 403.03, Bronx County, New York,1415.00,84.00,5.70,3.70,7.10,4.40,40027.00,6782.00,985.00,123.00
36005040304,Census Tract 403.04, Bronx County, New York,1313.00,134.00,6.20,4.60,2.40,2.30,41336.00,14196.00,838.00,169.00
36005040400,Census Tract 404, Bronx County, New York,1104.00,183.00,1.20,1.80,7.90,5.60,97500.00,43644.00,829.00,214.00
36005040501,Census Tract 405.01, Bronx County, New York,1370.00,127.00,8.50,5.00,2.60,3.20,42639.00,10480.00,807.00,128.00
36005040502,Census Tract 405.02, Bronx County, New York,2502.00,322.00,16.70,7.00,5.20,4.50,39518.00,7321.00,1472.00,382.00
36005040600,Census Tract 406, Bronx County, New York,1366.00,256.00,6.30,4.60,6.10,5.40,49375.00,7525.00,923.00,250.00
36005040701,Census Tract 407.01, Bronx County, New York,1229.00,290.00,10.50,6.50,0.00,3.20,47198.00,7845.00,788.00,319.00
36005040702,Census Tract 407.02, Bronx County, New York,2875.00,331.00,9.60,6.10,2.20,2.10,35440.00,6614.00,1486.00,283.00
36005040800,Census Tract 408, Bronx County, New York,1557.00,228.00,13.60,6.70,6.70,5.10,39738.00,11268.00,1057.00,242.00
36005040900,Census Tract 409, Bronx County, New York,1438.00,160.00,1.30,2.50,1.80,1.90,65925.00,24460.00,890.00,196.00
36005041100,Census Tract 411, Bronx County, New York,1518.00,275.00,10.90,7.20,2.80,2.90,61750.00,19036.00,971.00,266.00
36005041300,Census Tract 413, Bronx County, New York,3059.00,291.00,7.10,3.80,0.00,1.30,65845.00,6907.00,1744.00,269.00
36005041400,Census Tract 414, Bronx County, New York,1840.00,306.00,1.40,2.30,27.80,11.30,123548.00,71686.00,1395.00,343.00
36005041500,Census Tract 415, Bronx County, New York,2391.00,339.00,10.20,7.30,1.60,2.00,44973.00,15310.00,1361.00,340.00
36005041800,Census Tract 418, Bronx County, New York,1314.00,184.00,6.50,5.30,9.40,11.20,61706.00,12069.00,1045.00,231.00
36005041900,Census Tract 419, Bronx County, New York,2655.00,272.00,16.60,7.20,2.70,2.60,50768.00,11802.00,1465.00,234.00
36005042000,Census Tract 420, Bronx County, New York,1638.00,383.00,22.00,17.30,5.60,4.80,32279.00,12909.00,1074.00,169.00
36005042100,Census Tract 421, Bronx County, New York,2161.00,162.00,11.50,6.70,3.60,3.40,55830.00,10662.00,1268.00,248.00
36005042200,Census Tract 422, Bronx County, New York,1272.00,234.00,5.20,4.40,0.00,3.10,63365.00,22761.00,767.00,223.00
36005042300,Census Tract 423, Bronx County, New York,1366.00,133.00,11.30,7.70,3.10,4.00,65682.00,17324.00,1002.00,159.00
36005042400,Census Tract 424, Bronx County, New York,785.00,108.00,2.20,2.80,13.20,9.80,108550.00,18041.00,579.00,121.00
36005042500,Census Tract 425, Bronx County, New York,2315.00,237.00,9.90,6.20,3.50,2.80,47021.00,10303.00,1368.00,254.00
36005042600,Census Tract 426, Bronx County, New York,2367.00,356.00,5.00,5.50,13.40,8.70,95876.00,24417.00,1612.00,351.00
36005042800,Census Tract 428, Bronx County, New York,788.00,229.00,3.20,4.50,30.30,21.10,101163.00,35937.00,632.00,229.00
36005042901,Census Tract 429.01, Bronx County, New York,1229.00,175.00,11.00,6.50,2.50,2.70,42775.00,19856.00,709.00,134.00
36005042902,Census Tract 429.02, Bronx County, New York,1678.00,139.00,12.00,4.90,2.80,2.60,42647.00,10954.00,880.00,171.00
36005043000,Census Tract 430, Bronx County, New York,1324.00,389.00,5.90,5.80,5.40,6.80,84316.00,10188.00,848.00,289.00
36005043101,Census Tract 431.01, Bronx County, New York,1801.00,285.00,7.90,5.20,4.10,5.30,42637.00,23140.00,1143.00,351.00
36005043102,Census Tract 431.02, Bronx County, New York,1730.00,240.00,9.00,7.40,0.00,2.30,48835.00,11497.00,903.00,235.00
36005043400,Census Tract 434, Bronx County, New York,1586.00,226.00,6.10,6.30,6.20,4.20,74048.00,42009.00,1133.00,240.00
36005043501,Census Tract 435.01, Bronx County, New York,439.00,63.00,13.70,7.30,0.00,8.70,30885.00,13889.00,255.00,59.00
36005043502,Census Tract 435.02, Bronx County, New York,0.00,13.00,,,,,,,0.00,13.00
36005043503,Census Tract 435.03, Bronx County, New York,38.00,21.00,0.00,53.40,18.40,25.40,105625.00,19279.00,0.00,13.00
36005043600,Census Tract 436, Bronx County, New York,740.00,96.00,12.40,9.60,15.90,8.50,88833.00,16502.00,537.00,96.00
36005044200,Census Tract 442, Bronx County, New York,1315.00,282.00,26.20,16.00,2.30,3.80,,,933.00,330.00
36005044400,Census Tract 444, Bronx County, New York,1392.00,256.00,2.40,3.80,8.00,6.30,100000.00,41268.00,1044.00,241.00
36005044800,Census Tract 448, Bronx County, New York,703.00,146.00,2.30,2.60,13.90,8.80,102760.00,58975.00,526.00,108.00
36005044901,Census Tract 449.01, Bronx County, New York,869.00,94.00,1.60,2.10,16.70,7.80,78083.00,24684.00,459.00,109.00
36005044902,Census Tract 449.02, Bronx County, New York,952.00,108.00,5.50,5.10,16.30,8.50,99250.00,23563.00,590.00,141.00
36005045101,Census Tract 451.01, Bronx County, New York,979.00,293.00,0.00,4.00,2.10,2.80,70855.00,24939.00,310.00,69.00
36005045102,Census Tract 451.02, Bronx County, New York,944.00,119.00,4.70,5.20,13.30,4.90,96901.00,7883.00,398.00,129.00
36005045600,Census Tract 456, Bronx County, New York,1193.00,180.00,4.90,4.20,15.60,9.40,76943.00,34956.00,927.00,179.00
36005045800,Census Tract 458, Bronx County, New York,2065.00,252.00,4.50,4.40,8.50,10.20,31225.00,17640.00,1715.00,311.00
36005046000,Census Tract 460, Bronx County, New York,940.00,189.00,19.30,9.40,7.00,5.80,31768.00,25372.00,500.00,201.00
36005046203,Census Tract 462.03, Bronx County, New York,3164.00,607.00,1.50,1.60,0.90,1.50,40020.00,11809.00,1797.00,614.00
36005046204,Census Tract 462.04, Bronx County, New York,2406.00,318.00,8.10,6.20,1.60,2.40,64922.00,18409.00,1546.00,359.00
36005046205,Census Tract 462.05, Bronx County, New York,1880.00,184.00,4.00,4.20,5.30,8.40,63924.00,29955.00,782.00,222.00
36005046206,Census Tract 462.06, Bronx County, New York,2027.00,317.00,1.90,2.50,0.00,2.00,63601.00,23153.00,1308.00,229.00
36005046207,Census Tract 462.07, Bronx County, New York,2919.00,360.00,4.90,4.00,1.20,2.00,73464.00,17122.00,1573.00,441.00
36005046208,Census Tract 462.08, Bronx County, New York,1365.00,299.00,8.60,7.90,10.30,8.70,110724.00,44690.00,1068.00,303.00
36005046209,Census Tract 462.09, Bronx County, New York,1414.00,409.00,9.50,8.30,1.30,2.50,27500.00,13750.00,1050.00,421.00
36005048401,Census Tract 484.01, Bronx County, New York,1297.00,192.00,5.20,5.60,12.90,9.20,86273.00,18614.00,969.00,176.00
36005048402,Census Tract 484.02, Bronx County, New York,0.00,13.00,,,,,,,0.00,13.00
36005050400,Census Tract 504, Bronx County, New York,0.00,13.00,,,,,,,0.00,13.00
36005051601,Census Tract 516.01, Bronx County, New York,2081.00,302.00,5.10,4.10,18.70,10.50,100306.00,45037.00,1220.00,347.00
36005051602,Census Tract 516.02, Bronx County, New York,0.00,13.00,,,,,,,0.00,13.00
36047000100,Census Tract 1, Kings County, New York,2660.00,262.00,0.50,0.80,43.00,10.10,167778.00,49469.00,1349.00,298.00
36047000200,Census Tract 2, Kings County, New York,358.00,69.00,3.40,4.00,10.30,6.50,81154.00,13883.00,267.00,77.00
36047000301,Census Tract 3.01, Kings County, New York,1976.00,255.00,4.50,4.60,47.60,9.60,179250.00,56628.00,934.00,248.00
36047000501,Census Tract 5.01, Kings County, New York,1949.00,280.00,3.30,2.20,39.90,9.90,144125.00,31956.00,656.00,115.00
36047000502,Census Tract 5.02, Kings County, New York,1469.00,138.00,2.50,2.60,39.50,9.00,179185.00,13313.00,557.00,115.00
36047000700,Census Tract 7, Kings County, New York,1785.00,216.00,4.50,4.30,48.20,7.60,189145.00,33836.00,844.00,126.00
36047000900,Census Tract 9, Kings County, New York,2392.00,475.00,1.10,1.70,58.00,13.30,236222.00,54637.00,1111.00,254.00
36047001100,Census Tract 11, Kings County, New York,900.00,110.00,8.90,5.20,45.10,9.10,164250.00,56168.00,318.00,107.00
36047001300,Census Tract 13, Kings County, New York,1248.00,145.00,4.80,4.40,42.90,12.20,173000.00,50423.00,456.00,122.00
36047001501,Census Tract 15.01, Kings County, New York,2198.00,210.00,8.20,5.90,30.00,8.90,114828.00,45937.00,1067.00,227.00
36047001502,Census Tract 15.02, Kings County, New York,3038.00,280.00,13.70,4.70,32.20,7.50,135022.00,13960.00,895.00,312.00
36047001801,Census Tract 18.01, Kings County, New York,0.00,13.00,,,,,,,0.00,13.00
